"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
5,"Armin van Buuren feat. Jaren","Unforgivable (Original Mix)","Armada Music","May 15, 2008",352
6,"Arnej","The Ones That Get Away (Original Mix)","Armada Music","May 15, 2008",352
7,"Orlie & Martie","White Flower (Jerome Isma","n/a","May 15, 2008",352
8,"Solarstone","Spectrum (Original Mix)","Solaris Recordings","May 15, 2008",352
9,"Super8 & Tab","Elektra (Original Mix)","Anjunabeats","May 15, 2008",352
10,"Solarstone","4Ever (Original Mix)","Solaris Recordings","May 15, 2008",352
11,"Keenan & Anderson","Runaway (Mike Nichol’s Dub Mix)","Navigation Records","May 15, 2008",352
12,"Kiholm","Fragile (Daniel Kandi’s Emotional Remix)","Neuroscience Recordings","May 15, 2008",352
13,"Morandi","Angels (Bobina’s Megadrive Dub Mix)","Universal","May 15, 2008",352
14,"Dave 202","Pictures In My Mind (Original Mix)","Captivating Sounds / Armada Music","May 15, 2008",352
15,"Ronski Speed feat. Aruna","All The Way (Original Mix)","Euphonic","May 15, 2008",352
16,"Sophie Sugar","Redemption (Original Mix)","ASOT","May 15, 2008",352
17,"Tune Of The Week: Vengeance","Temptation (Denga & Manus Remix)","ASOT","May 15, 2008",352
18,"Signalrunners","Translations (Original Mix)","AVA Blue Recordings","May 15, 2008",352
19,"M6","Visionary (Original Mix)","Armada Music","May 15, 2008",352
20,"Sander van Doorn","Pura Vida (Evol Waves Remix)","Spinnin' Records","May 15, 2008",352
21,"ASOT Radio Classic: The Thrillseekers","Synasthesia (Original Mix)","Adjusted Recordings","May 15, 2008",352
1,"Hawk","Out of Nowhere (Joonas Hahmo Remix)","Afterglow Deep","May 22, 2008",353
2,"Meck feat. Dino","So Strong (Inpetto’s Dub Mix)","Frenetic Music","May 22, 2008",353
3,"Mr. Pit","Shana (Duderstadt’s Progressive Dub Mix)","Coldharbour Recordings","May 22, 2008",353
4,"Future Favorite: Super8 & Tab","Elektra (Original Mix)","Anjunabeats","May 22, 2008",353
5,"Sundriver","Feel (Nitrous Oxide Remix)","Red Force Recordings","May 22, 2008",353
6,"Sasha da Link","Meteor (Natlife’s Somewhere In The Sky Mix)","Shah Music","May 22, 2008",353
7,"Vengeance","Temptation (Denga & Manus Remix)","ASOT","May 22, 2008",353
8,"Bobina","Spinning (Dub Mix)","World Club Music","May 22, 2008",353
9,"Tune Of The Week: M6","Fade 2 Black (Original Mix)","Armada Music","May 22, 2008",353
10,"ASOT Radio Classic: Gouryella","Walhalla (Original Mix)","Tsunami","May 22, 2008",353
11,"Armin van Buuren","Imagine (Original Mix)","Armada Music","May 22, 2008",353
12,"Binary Finary","1999 (Richard Durand Edit)","No Label","May 22, 2008",353
13,"Mungo","Summer Blush (Original Mix)","ASOT","May 22, 2008",353
14,"Timbaland feat. One Republic","Apologize (Sander van Doorn’s Bootleg Mix)","No Label","May 22, 2008",353
15,"Jon O’Bir","Ways & Means (Paul van Dyk Remix)","Vandit Records","May 22, 2008",353
16,"Midway","Monkey Forest (Jonas Stenberg Remix)","405 Recordings","May 22, 2008",353
17,"Veracocha","Carte Blanche (Cosmic Gate Remix)","Combined Forces","May 22, 2008",353
18,"Embrace","Embrace (Ferry Corsten’s Fix)","Flashover Recordings","May 22, 2008",353
19,"Armin van Buuren feat. Susana","If You Should Go (Aly & Fila Remix)","Armind","May 22, 2008",353
20,"Aly & Fila","Lost Language (Original Mix)","Soundpiercing","May 22, 2008",353
21,"Polymental","Chapter One (Mark Sherry Remix)","Flutterspark","May 22, 2008",353
22,"Heatbeat","Geek Love (Peter Martijn Wijnia Remix)","Soundpiercing","May 22, 2008",353
23,"Andy Blueman","Time To Rest (Daniel Kandi’s Banging Mix)","Digital Only","May 22, 2008",353
1,"Yves Larock","Say Yeah (E.D.X.’s Ibiza Sunrise Dub Mix)","D:vision Records","May 29, 2008",354
2,"Menno de Jong & Mark Otten","Mad World (Original Mix)","Intuition Recordings","May 29, 2008",354
3,"DJ Shah","Don’t Wake Me Up (San Antonio Harbour Dub Mix)","Armada Music","May 29, 2008",354
4,"Cerf, Mitiska & Jaren","You Never Said (Dash Berlin Remix)","Soundpiercing","May 29, 2008",354
5,"Off Key","Showdown (Original Mix)","Flashover Recordings","May 29, 2008",354
6,"Orjan Nilsen","Woodchunk (Original Mix)","Soundpiercing","May 29, 2008",354
7,"Myon & Shane54","Trapped (Black Army’s Dub Mix)","Myon Muzik","May 29, 2008",354
8,"Filo & Peri feat. Eric Lumiere","Shine On (Original Mix)","Vandit Records","May 29, 2008",354
9,"Solarstone","4Ever (Original Mix)","Solaris","May 29, 2008",354
10,"Temple One","Aurora (Original Mix)","Enhanced","May 29, 2008",354
11,"Future Favorite: Sundriver","Feel (Nitrous Oxide Remix)","Red Force Recordings","May 29, 2008",354
12,"Morandi","Angels (Bobina’ Megadrive Dub Mix)","No Label","May 29, 2008",354
13,"M6","Fade 2 Black (Original Mix)","Captivating Sounds","May 29, 2008",354
14,"Daniel Wanrooy","Avalance (Ron van Den Beuken Remix)","Spinnin' Records","May 29, 2008",354
15,"Tune Of The Week: Signum","Royal Flash (Original Mix)","ASOT","May 29, 2008",354
16,"Vengeance","Temptation (Denga & Manus Remix)","ASOT","May 29, 2008",354
17,"Jochen Miller","Lost Connection (Original Mix)","High Contrast Recordings","May 29, 2008",354
18,"Kiholm","Fragile (Daniel Kandi’s Emotional Mix)","Neuroscience","May 29, 2008",354
19,"Armin van Buuren & DJ Shah feat. Jones","Going Wrong (Alex M.O.R.P.H. b2b with Woody van Eyden Mix)","Armind","May 29, 2008",354
20,"ASOT Radio Classic: B.T. feat. Kirsty Hawkshaw","Dreaming (Evolution Remix)","Nettwerk","May 29, 2008",354
1,"The Thrillseekers feat. Fisher","The Last Time (Original Mix)","Adjusted Music","June 05, 2008",355
2,"Andy Moor","Fake Awake (DJ Eco Mix)","AVA Recordings","June 05, 2008",355
3,"Armin van Buuren feat. Sharon den Adel","In And Out Of Love (The Blizzard Mix)","Armind","June 05, 2008",355
4,"Nic Chagall","Sky Blue (Original Mix)","High Contrast Recordings","June 05, 2008",355
5,"4 Strings","Catch A Fall (First State’s Dark Mix)","Maelstrom Records","June 05, 2008",355
6,"DJ Shah","Don’t Wake Up (San Antonio Harbour Dub Mix)","Magic Island","June 05, 2008",355
7,"Blank & Jones","California Sunset (Original Mix)","Soundcolors","June 05, 2008",355
8,"Cramp","Deadline (Original Mix)","Conspiracy Recordings","June 05, 2008",355
9,"Mr. Pit","Shana (Duderstadt’s Progressive Dub Mix)","Coldharbour Recordings","June 05, 2008",355
10,"Bartlett Bros. feat. Marcia Juell","Let It Flow (Gareth Emery Remix)","Lunatique","June 05, 2008",355
11,"Dreas pres. Havannah","Havannah (Genix Remix)","Just Peak Music","June 05, 2008",355
12,"Leon Bolier vs. Kamaya Painters","Endless Ocean Wave (Leon Bolier Mash","n/a","June 05, 2008",355
13,"Orjan Nilsen","Vivida (Original Mix)","Soundpiercing","June 05, 2008",355
14,"Signum","Any Given Moment (Original Mix)","ASOT","June 05, 2008",355
15,"Mark Sherry pres. Outburst","A Star Within A Star (Mark Sherry’s Trance Energy Mix)","High Contrast Nu Breed","June 05, 2008",355
16,"Tune Of The Week: Inertia","The System (Original Mix)","Discover","June 05, 2008",355
17,"Jochen Miller","Lost Connection (Original Mix)","High Contrast Recordings","June 05, 2008",355
18,"Ron Malakai","Memorable Touch (Carl B.Remix)","Cherry On Top Records","June 05, 2008",355
19,"Dave 202","Pictures (Original Mix)","Captivating Sounds","June 05, 2008",355
20,"Future Favorite: Armin van Buuren","Going Wrong (Aelx M.O.R.P.H. b2b with Woody van Eyden Mix)","Armind","June 05, 2008",355
21,"ASOT Radio Classic: Rank 1","Breathing / Airwave (Breaks Dub Mix)","ID&T","June 05, 2008",355
1,"Plain White Ts","Let Me Take You There (First State’s Bootleg Mix)","ASOT","June 12, 2008",356
2,"Daniel Portman","Starwarrior (Chris Reece Remix)","No Label","June 12, 2008",356
3,"The Thrillseekers feat. Fisher","The Last Time (Original Mix)","Adjusted Music","June 12, 2008",356
4,"Future Favorite: Armin van Buuren","In And Out Of Love (The Blizzard Remix)","Armind","June 12, 2008",356
5,"Jose Amnesia vs. Karen Overton","Your Loving Arms 2008 (Jose Amnesia’s Sunrise Mix)","Ego Music","June 12, 2008",356
6,"Deep Voices","Surrender Morning (Cliff Coenraad & Thomas Hagenbeek’s Repimp Dub Mix)","Combined Forces","June 12, 2008",356
7,"Ron van den Beuken","Slash (Daniel Wanrooy Remix)","Spinnin' Records","June 12, 2008",356
8,"Jav D. feat. Mat Zo & Einat","Silver Lining / Tell Me (Myon’s At Albion Dub Remix)","AVA Recordings","June 12, 2008",356
9,"Leon Bolier vs. Kamaya Painters","Endless Ocean Wave (Leon Bolier Mash","n/a","June 12, 2008",356
10,"Activa","End Of Summer (Original Mix)","Discover","June 12, 2008",356
11,"Filo & Peri feat. Eric Lumiere","Shine On (Aly & Fila Remix)","Vandit Records","June 12, 2008",356
12,"Tune Of The Week: Eldritch Project","Lost Horizons (Original Mix)","Resonate Records","June 12, 2008",356
13,"Ehren Stowers","Icarus (Arctic Moon Remix)","Perceptive Recordings","June 12, 2008",356
14,"Talla 2XLC meets Alex M.O.R.P.H. b2b with Woody van Eyden","Hybrid Harm (Talla 2XLC Remix)","Spinnin' Records","June 12, 2008",356
15,"Teya","Only You (Oceania’s Dub Mix)","Ask4 Records","June 12, 2008",356
16,"Inertia","The System (Original Mix)","Discover","June 12, 2008",356
17,"Dan Stone","7 Hours (Mark Pledger Remix)","Noys","June 12, 2008",356
18,"Ronald van Gelderen","Embrace Me (Original Mix)","High Contrast Recordings","June 12, 2008",356
19,"D.N.S. Project","Airbourne (Aly & Fila Remix)","Monster Tunes","June 12, 2008",356
20,"ASOT Radio Classic: Mogwai","Viola (Armin van Buuren Remix)","Platipus","June 12, 2008",356
1,"4 Strings","Catch A Fall (First State’s Dark Mix)","Maelstrom Records","June 19, 2008",357
2,"Andy Duguid feat. Leah","Wasted (Original Mix)","Blackhole Recordings / Songbird","June 19, 2008",357
3,"Chainside","I Would Die For You (Original Club Mix)","Spinnin' Records","June 19, 2008",357
4,"Serge Devant","Sweet Harmony (Jerome Isma","n/a","June 19, 2008",357
5,"Alan Mancero","Remember Me (System K. Remix)","No Label","June 19, 2008",357
6,"Zoo Brazil","Crossroads (Original Mix)","Blackhole Recordings / Songbird","June 19, 2008",357
7,"Meck feat. Dino","So Strong (Inpetto’s Dub Mix)","Frenetic","June 19, 2008",357
8,"Nic Chagall","Sky Blue (Original Mix)","High Contrast Recordings","June 19, 2008",357
9,"Tune Of The Week: Ali Wilson","Shakedown (Original Mix)","In Charge","June 19, 2008",357
10,"Future Favorite: Teya","Only You (Oceania’s Dub Mix)","Ask4 Records","June 19, 2008",357
11,"Inertia","The System (Sean Tyas & Colontonio Remix)","Discover","June 19, 2008",357
12,"Simon Patterson & Sean Tyas","Somethin’s Up (Original Mix)","Discover","June 19, 2008",357
13,"Mark Sherry pres. Outburst","A Star Within A Star (Mark Sherry’s Trance Energy Mix)","High Contrast Nu Breed","June 19, 2008",357
14,"Reaves & Ahorn","Shifting Lives (Original Mix)","Vandit Records","June 19, 2008",357
15,"Talla 2XLC meets Alex M.O.R.P.H. b2b with Woody van Eyden","Hybrid Harm (Talla 2XLC Remix)","Spinnin' Records","June 19, 2008",357
16,"Andy Moor","Fake Awake (DJ Eco Mix)","Anjunabeats","June 19, 2008",357
17,"Akesson","Perfect Blue (Original Mix)","ASOT / Offshore","June 19, 2008",357
18,"Armin van Buuren feat. Sharon den Adel","In And Out Of Love (Richard Durand Remix)","Armind","June 19, 2008",357
19,"ASOT Radio Classic: Nalin & Kane","Beachball (Original Mix)","Hooj Choons","June 19, 2008",357
1,"The Doppler Effect","Beauty Hides In The Deep (The Blizzard Remix)","ASOT","June 26, 2008",358
2,"Duncan Sheik","On A High (Gabriel & Dresden Remix)","Atlantic","June 26, 2008",358
3,"Interstate","I Found You (Original Mix)","Bandung","June 26, 2008",358
4,"Ridgewalkers feat. El","Find (Andy Moor Remix)","Armind","June 26, 2008",358
5,"Jose Amnesia vs. Karen Overton","Your Loving Arms 2008 (Jose Amnesia’s Sunrise Mix)","Hysterical Ego Music","June 26, 2008",358
6,"The Thrillseekers feat. Aruna","Waiting Here For You (Original Mix)","Adjusted Music","June 26, 2008",358
7,"Mark Otten","Tranquility (Original Mix)","Armind","June 26, 2008",358
8,"Solarstone","4 Ever (Original Mix)","Solaris","June 26, 2008",358
9,"Recluse","Emotional Void (Original Mix)","Deep Blue Records","June 26, 2008",358
10,"ATA","Summer Sun (Original Mix)","Crossair Recordings","June 26, 2008",358
11,"Sasha","Wavy Gravy (Terry Bones Remix)","No Label","June 26, 2008",358
12,"Cassandra Fox","Touch Me (Mike Koglin & Jono Grant Remix)","No Label","June 26, 2008",358
13,"Leon Bolier vs. Kamaya Painters","Endless Ocean Wave (Leon Bolier Mash","n/a","June 26, 2008",358
14,"Whirlpool","Under The Sun (Solarstone Remix)","Deep Blue Records","June 26, 2008",358
15,"Cerf, Mitiska & Jaren","Saved Again (3rd Moon Mix)","Somatic Sense","June 26, 2008",358
16,"Jonas Steur","Castamara (Original Mix)","Intuition Recordings","June 26, 2008",358
17,"Veracocha","Carte Blanche (Cosmic Gate Remix)","Combined Forces","June 26, 2008",358
18,"Perasma","Swing 2 Harmony (Deserves An Effort’s Polyphony Vocal Mix)","Insolent Tracks","June 26, 2008",358
19,"Solid Globe","North Pole (Original Mix)","Fundamental Recordings","June 26, 2008",358
20,"Inertia","The System (Original Mix)","Discover","June 26, 2008",358
21,"EnMass","CQ (Seek You)","ASOT","June 26, 2008",358
22,"Eldritch Project","Lost Horizons (Original Mix)","Resonate Recordings","June 26, 2008",358
23,"Scott Bond vs. Solarstone","Naked Angel (Original Mix)","Armada Digital","June 26, 2008",358
24,"Armin van Buuren","Blue Fear (Agnelli & Nelson Remix)","Armada Music","June 26, 2008",358
25,"ASOT Radio Classic: Dogzilla","Without You (John O’Callaghan Remix)","Maelstrom Records","June 26, 2008",358
1,"Arnej","The Ones That Get Away (Intro Mix)","Armada Music","July 03, 2008",359
2,"Mango","Friday Coffee (Paul Keeley Remix)","Add2Basket Records","July 03, 2008",359
3,"Andy Duguid feat. Leah","Wasted (Original Mix)","Blackhole Recordings","July 03, 2008",359
4,"Meck feat. Dino","So Strong (Inpetto’s Dub Mix)","Frenetic","July 03, 2008",359
5,"Leon Bolier vs. Kamaya Painters","Endless Ocean Wave (Leon Bolier Mash","n/a","July 03, 2008",359
6,"Solarstone","4Ever (Original Mix)","Solaris","July 03, 2008",359
7,"Ali Wilson","Shakedown (Original Mix)","In Charge","July 03, 2008",359
8,"Timbaland feat. One Republic","Apologize (Sander van Doorn’s Bootleg Mix)","No Label","July 03, 2008",359
9,"DJ Eco","Tonight Is Forever (Martin Roth Edit)","Lunatique","July 03, 2008",359
10,"Jon O’Bir","Ways & Means (Paul van Dyk Remix)","Vandit Records","July 03, 2008",359
11,"Active Sight","Out Of Our Lives (Original Mix)","Captivating Sounds","July 03, 2008",359
12,"M6","Fade 2 Black (Original Mix)","Armada Music","July 03, 2008",359
13,"D","Unity","n/a","July 03, 2008",359
14,"Paul Trainer","Totality (Original Mix)","Vandit Records","July 03, 2008",359
15,"Embrace","Embrace (Original Mix)","Flashover Recordings","July 03, 2008",359
16,"Denga & Manus pres. Vengeance","Temptation (Original Mix)","ASOT","July 03, 2008",359
17,"W&W","Arena (Original Mix)","Armada Music","July 03, 2008",359
18,"ASOT Radio Classic: Energy 52","Cafe Del Mar (Three N One Mix)","Hooj Choons","July 03, 2008",359
19,"Future Favorite: Armin van Buuren feat. Sharon den Adel","In And Out Of Love (Richard Durand Remix)","Armind","July 03, 2008",359
20,"Tune Of The Week: OceanLab","Miracle (Original Mix)","Anjunabeats","July 03, 2008",359
21,"Mark Knight & Funkagenda","Man With The Red Face (Original Mix)","Toolroom Records","July 03, 2008",359
22,"Justin Moore","Affection (Original Mix)","No Label","July 03, 2008",359
23,"DJ Orkidea","Metaverse (Gareth Emery Remix)","Cloud 9 Music","July 03, 2008",359
24,"Riva","For How Long (Original Mix)","Garuda","July 03, 2008",359
25,"Andrew Bennett vs. Tatana feat. Tiff Lacey","Closer / Than A Heartbeat (Gareth Emery Remix)","S2 Records","July 03, 2008",359
26,"Andy Moor","Fake Awake (Original Mix)","Anjunabeats","July 03, 2008",359
27,"Gareth Emery","This Is That (Original Mix)","Five AM","July 03, 2008",359
28,"Jochen Miller","Lost Connection (Original Mix)","High Contrast Recordings","July 03, 2008",359
29,"Heatbeat","Nebula (Original Mix)","High Contrast Nu Breed","July 03, 2008",359
30,"Lange feat. Sarah Howells","Out Of The Sky (Gareth Emery Edit)","Lange Recordings","July 03, 2008",359
31,"Jerome Isma","Ae vs. Strobe","n/a","July 03, 2008",359
32,"Freemasons","Uninvited (Mr. Timothy Remix)","No Label","July 03, 2008",359
33,"Aurosonic","My Way (Original Mix)","Shah","July 03, 2008",359
34,"ATB","9PM / Till I Come (Josh Gallahan’s 2008 Remix)","No Label","July 03, 2008",359
35,"Klems","The Last Way (Deep Club Remix)","Club Elite","July 03, 2008",359
36,"Cressida","6AM (Kyau & Albert Remix)","Euphonic","July 03, 2008",359
37,"Jason Vinterra","Select (Vintage Source Mix)","Toxical","July 03, 2008",359
38,"Nalin & Kane","Beachball (Original Mix)","Hooj Choons","July 03, 2008",359
39,"Mr. Pit","Shana (Duderstadt’s Progressive Dub Mix)","Coldharbour Recordings","July 03, 2008",359
40,"Nature One Inc.","Wake Up In Yellow (ATB & Josh Gallahan’s Progressive Mix)","Toptrax Recordings","July 03, 2008",359
41,"Glenn Morrison","Circles (Original Mix)","Cinnamon Flava","July 03, 2008",359
42,"Underworld","Cowgirl (Edit)","Junior Boy's Own","July 03, 2008",359
43,"Timmy & Tommy","Full Tiltin’ (Joint Operations Centre Remix)","Full Tilt Recordings","July 03, 2008",359
44,"Jochen Miller","Lost Connection (Artento Divini Remix)","High Contrast Recordings","July 03, 2008",359
45,"John O’Callaghan feat. Audrey Gallagher","Big Sky (Joint Operations Centre Mix)","No Label","July 03, 2008",359
46,"Giuseppe Ottaviani & John O’Callaghan","Our Dimmension (Original Mix)","Vandit Records","July 03, 2008",359
47,"Cosmic Gate","Should Have Known (Wippenberg Remix / Indecent Noise Rework)","No Label","July 03, 2008",359
48,"Inertia","The System (Original Mix)","Discover","July 03, 2008",359
49,"Danny Powers","Eternal Call (Original Mix)","nu","July 03, 2008",359
50,"The Thrillseekers feat. Fisher","The Last Time (Club Mix)","Adjusted Music","July 03, 2008",359
51,"Dazzle","Chaos Theory (Original Mix)","Soundpiercing","July 03, 2008",359
52,"Temple One","Aurora (Original Mix)","Enhanced Recordings","July 03, 2008",359
53,"Filo & Peri feat. Eric Lumiere","Shine On (Aly & Fila Remix)","541","July 03, 2008",359
54,"Sia","The Girl You Lost To Cocaine (Joint Operations Centre Remix)","Armada Music","July 03, 2008",359
55,"Paul Trainer","Face The Music (Original Mix)","Vandit Digital","July 03, 2008",359
